track_id,release_year,duration,us_popularity_estimate,acousticness,beat_strength,bounciness,danceability,energy,instrumental,liveness,loudness,mode,speechiness,tempo,valence
t_6ffb9e34-2abe-4ff4-8e69-013038ef1adc,1966,211.3333282,96.16560812,0.823272109,0.435678184,0.460451692,0.463048071,0.36831221,0.00000408,0.263725698,-16.9470005,major,0.042585336,110.7289963,0.479833394
t_dccf4619-869c-4cb0-b3e4-7ff3dcfa7eb6,1981,255.2133331,96.13733776,0.618363917,0.500668883,0.486523539,0.63897258,0.552787483,0.004594364,0.16063112,-10.71800041,major,0.03974396,109.2289963,0.741929829
t_881d40d5-2f8c-4679-bfe6-30d95bdfbce7,1986,385.3200073,98.26600893,0.312582552,0.483672827,0.438152105,0.595222294,0.671460271,0.003526718,0.057578731,-7.617000103,major,0.034881689,92.04299927,0.449564576
t_180740f1-52b7-452b-9417-d0ec65aa8af3,1976,141.5066681,94.89221468,0.811499417,0.690041244,0.705688596,0.760697424,0.358043164,0.000000298,0.092728376,-13.91300011,major,0.041220531,131.0850067,0.958190322
t_d7934270-21c6-47c8-93cf-dc5d9266dd61,1990,238.0399933,98.3074792,0.050751623,0.624669015,0.698873103,0.669035971,0.649118543,0.372095585,0.035728179,-11.85400009,major,0.074316308,182.2649994,0.877569079
t_52d161c0-c37d-4411-b216-8bbc18a49261,1990,335.4133301,97.48299697,0.097767651,0.435866088,0.45748809,0.3704184,0.550562441,0.001036849,0.333878309,-12.55500031,major,0.043243762,180.2969971,0.878419876
t_0543f4fb-063b-40fb-874f-0d54aac3e467,1958,177.1333313,95.89355193,0.683570504,0.498314768,0.655864596,0.587333262,0.182017833,5.42E-09,0.321738422,-14.71899986,major,0.100019209,142.5279999,0.672421753
t_710d830d-ba8d-40ee-97ef-e59828278a90,1987,219.9333344,98.43183855,0.007754241,0.242413387,0.190709293,0.376171857,0.955381215,0.063104287,0.374206185,-2.874000072,major,0.053291839,106.2829971,0.721765935
t_ce49cf00-edc1-4e66-bcee-c31f248657a2,1984,235.5066681,95.98847807,0.578696549,0.336405575,0.2940467,0.40536499,0.064146414,0.645308137,0.076756723,-17.06299973,major,0.029313214,87.78399658,0.104496099
t_ec3beea4-b440-4e10-b290-ea362c07fd02,1970,366.7333374,99.44584334,0.413548708,0.724527061,0.744309366,0.79677999,0.431313097,0.035939623,0.138498113,-16.45700073,major,0.06245539,109.8929977,0.808916926
t_29bb2d62-d3c6-4d71-a8e0-160f97f1c527,1988,423.4133301,98.76823607,0.115695648,0.765929639,0.770528734,0.723328948,0.612046003,0.048833333,0.088079713,-10.16600037,major,0.03886934,104.6179962,0.857510448
t_9d33b57c-aea0-4ad4-ace3-5cf34b594571,1979,204.1466675,95.70127584,0.02290367,0.550190151,0.539911032,0.649484634,0.551055491,0.01376302,0.178596973,-10.85900021,major,0.028471852,126.3720016,0.892916739
t_be89621e-0a8b-4636-8c15-98870370af09,1977,292.9599915,99.33009039,0.049426816,0.440520555,0.415346473,0.601388752,0.456547022,0.003771828,0.165947601,-13.81000042,major,0.029489815,123.3359985,0.484448701
t_57ac3ad3-4eda-4bbd-9176-1cc49a19610a,1967,127.8133316,99.17863318,0.715894759,0.441974998,0.46598658,0.511498749,0.242050812,0.142145708,0.100895569,-15.77799988,major,0.043012954,121.5110016,0.462511033
t_aec73acc-a58d-4f3c-9851-4c859d5c9a56,1989,174.3999939,93.7887667,0.000217941,0.258590728,0.226356,0.381761312,0.836945176,0.000373833,0.951493204,-10.08300018,major,0.09489461,89.92299652,0.350960255
t_135d3696-20c6-40d9-a1cd-90efc0805554,1969,281.8933411,96.13166503,0.494333476,0.334697455,0.360266119,0.45466435,0.518070579,0.012944522,0.2648938,-11.07900047,major,0.035500031,129.3399963,0.733942926
t_8a5a33b1-5c7d-44f4-a4d5-0aaec9743cb7,1967,139.6420898,98.62918745,0.563184083,0.283369303,0.280395865,0.301451683,0.47160241,0.00000419,0.149727926,-9.125,major,0.031817019,179.5319977,0.745755553
t_d764f603-b15a-496b-abb2-f876a179567d,1980,403.3066711,94.40862054,0.416996092,0.519437015,0.635929048,0.710864484,0.690595865,0.00000451,0.250745714,-10.53100014,major,0.171581671,113.0319977,0.936799765
t_35dd2b24-c6fd-471f-859f-e4e044be9554,1985,395.5599976,97.70063066,0.201238528,0.274370581,0.231669635,0.366106957,0.901372254,0.342283815,0.51967603,-6.673999786,major,0.046998441,138.7089996,0.293035597
t_a577791c-683b-42f7-8165-c9e27c76818d,1975,166.9333344,99.51029565,0.031665754,0.601957738,0.626257479,0.607902169,0.676724911,0.0000055,0.071207769,-8.175999641,major,0.033971589,145.1560059,0.852870882
t_f3cbad31-26a2-49c4-a3f2-ce9539bf4f3d,1972,320.9333191,99.51733389,0.075311966,0.382408917,0.428942889,0.550381303,0.793732405,0.00103159,0.080914438,-7.290999889,major,0.036053505,147.9579926,0.72868371
t_7409cd76-ba86-4a72-8e42-a3fd98921e5b,1988,94.65332794,98.97125609,0.939034641,0.696095467,0.649267614,0.652080238,0.01218177,8.48E-09,0.082329616,-22.13800049,major,0.041673768,77.06800079,0.168782353
t_3af47c3b-ebac-4b8f-b883-9191facd0fcf,1963,175.6933289,97.83719273,0.439956039,0.613712609,0.704914272,0.780860126,0.237907737,1.70E-09,0.139725745,-12.8380003,major,0.03423477,105.1589966,0.689324141
t_eaa292b8-9783-4b58-8803-cac79c2c2024,1950,161.7333374,94.78946221,0.985499263,0.447880745,0.493333638,0.544368565,0.106685899,0.0000877,0.213905036,-18.54800034,major,0.031466749,133.0650024,0.693987191
t_8c5ee157-a6e5-4af5-89c3-a5835df01b36,1990,272.4933167,97.92532028,0.797939003,0.358914852,0.345954418,0.39057225,0.219697535,0.037453998,0.113676347,-15.39799976,major,0.029592508,135.6860046,0.245619684
t_87af6688-e01e-41ee-a1f8-1a6c24b13b14,1973,459.0938416,99.97210278,0.316692472,0.40226236,0.365146816,0.335963577,0.31764853,0.071615703,0.11093957,-11.4119997,major,0.026321076,79.66000366,0.239878252
t_3634a557-2a0c-477c-ac20-086ed335f501,1984,258.0266724,95.39445147,0.014034065,0.354851842,0.328967363,0.506481528,0.863292515,0.000195866,0.058591895,-10.13500023,major,0.047096133,138.048996,0.646134138
t_bf6efc65-eb14-4c39-9878-12ba0ea337b6,1976,394.5599976,99.83293675,0.210850522,0.429887891,0.484214634,0.480427295,0.612950087,0.000000933,0.942197919,-10.7869997,major,0.321196944,107.9919968,0.598428905
t_17ecdfca-e584-4d6c-bbcb-a2a22b8c01df,1987,153.2400055,90.18075966,0.994554877,0.440935016,0.473404825,0.437456667,0.061735019,0.883488238,0.094228581,-26.12800026,major,0.04016814,73.73999786,0.117839716
t_d5ca01c7-9d40-4c1d-86d3-ea29d1310d58,1968,184.706665,91.71132058,0.462649077,0.574503422,0.579524457,0.647554874,0.431913763,7.55E-08,0.455339938,-12.34200001,major,0.055607095,98.36399841,0.762799382
t_0adb65a3-1fc1-442e-9b17-0d2dd4b97038,1969,163.1066742,91.53576191,0.551405072,0.599907756,0.577988863,0.710169554,0.653043091,2.85E-13,0.09571521,-8.190999985,major,0.034783658,117.1139984,0.97752738
t_0ed79c55-4333-4323-8c3e-ca1396d00391,1968,217.1333313,94.5083911,0.453245491,0.391732872,0.398602188,0.428093344,0.381584108,0.810382843,0.16542545,-15.5880003,major,0.055124354,115.2770004,0.773428857
t_3454e838-c2cc-4701-977f-0b953a873ff2,1979,336.5333252,98.94308062,0.298704565,0.50628525,0.53633678,0.551900148,0.414387524,0.001850532,0.147338614,-14.06700039,major,0.047157511,148.746994,0.471999377
t_b9524844-1ddc-4319-a50b-4405832c70dc,1959,182.2400055,92.88161574,0.972516954,0.377453089,0.413342565,0.442990661,0.236243188,0.629869759,0.249536395,-12.89000034,major,0.032305881,128.2890015,0.580325723
t_e122e363-ec20-4029-8618-7826367479a4,1981,185.6933289,92.59589321,0.100067362,0.810423434,0.852956951,0.840709805,0.826057792,0.049990587,0.297318101,-8.157999992,major,0.038424581,119.7529984,0.967141092
t_9ec583d6-afeb-48bd-9ba2-299f6fedfb54,1980,281.5730591,98.16934093,0.146733925,0.448456228,0.387625515,0.40084824,0.990524292,0.597358584,0.695456147,-2.655999899,major,0.435699075,76.95400238,0.458516955
t_85a8972b-a602-424e-a27a-e5daf330e96b,1975,149.9333344,99.54002159,0.889765918,0.64813596,0.599865437,0.675066411,0.351189762,0.017260838,0.075961478,-11.13899994,major,0.028713396,97.44100189,0.753691316
t_730c96d1-f7fb-4563-a10d-3ccc40a4342a,1968,317.5599976,91.46080211,0.022780044,0.559532642,0.548339725,0.644664228,0.915861845,0.000652348,0.13080366,-5.201000214,major,0.03555898,119.0800018,0.718288779
t_da31e6ab-9c8b-4348-bcf0-9396f8bb924f,1988,213.3600006,99.92056088,0.283248097,0.29886803,0.28202194,0.43931511,0.864305079,0.0000201,0.197650269,-5.866000175,major,0.043696918,169.2279968,0.481221527
t_f2e16d31-1aa3-48fe-aea4-67d2b2236c79,1987,296.7333374,96.16319395,0.006570487,0.567543149,0.50387764,0.611555934,0.748863459,0.298353195,0.060991812,-8.404999733,major,0.033919718,107.6169968,0.729729652
t_e57a701e-537e-4f31-ba8a-3a491d3f813d,1990,210.2931061,94.41636325,0.023041131,0.606078863,0.597707808,0.761412084,0.839471996,0.0000845,0.451536387,-5.736999989,major,0.073389627,120.5279999,0.561243832
t_9e1fd77c-e12e-433d-aa7b-edde08199829,1989,211.3999939,98.75903296,0.007081352,0.501381218,0.530065715,0.712897897,0.55512929,0.002186553,0.04949557,-11.77900028,major,0.052442521,112.3430023,0.943976998
t_0f5eddc8-7227-4818-a4b2-da700922cdab,1979,305.4400024,93.67190719,0.035706289,0.395960987,0.415334523,0.528269112,0.753547311,0.603439808,0.094868429,-7.330999851,major,0.167067543,100.7080002,0.786015332
t_67981d0b-aa7c-4ac8-aef6-179b800f61cf,1974,300.2266846,95.26164334,0.71891731,0.484530181,0.489226967,0.641988814,0.260804445,0.015053371,0.11738126,-13.64900017,major,0.036046166,116.223999,0.743408978
t_b3650cad-753b-4530-8142-5f4ca3073312,1987,245,97.41506415,0.354016006,0.533440888,0.461623043,0.555117249,0.53023392,0.0000191,0.313598275,-15.29800034,major,0.031868029,75.00299835,0.757688642
t_7fffb72c-d176-40b5-8095-628f78649da1,1963,458.5466614,95.36966485,0.95092082,0.28651312,0.378691465,0.443022609,0.179544732,0.419781983,0.092028923,-15.86100006,major,0.03631201,122.9369965,0.060946316
t_408b186c-da2e-4938-93a0-73db3891a5c9,1969,162.2698364,90.44866946,0.215496495,0.473471045,0.470105916,0.461492449,0.729334831,0.00000982,0.544907629,-8.630000114,major,0.093156248,128.5449982,0.917863727
t_c260f17f-43e1-4619-9cb4-4f413fc92af5,1981,282.6266785,93.05496289,0.000133202,0.350919485,0.345246315,0.498377144,0.575532198,0.096501201,0.877890706,-11.85299969,major,0.032492496,118.4250031,0.301912606
t_44b5dfe7-30f9-4bc8-adae-c58ac0dfa208,1979,182.2666626,99.51081998,0.769365668,0.506717861,0.57715553,0.538567781,0.068301626,0.0000225,0.075308755,-18.16200066,major,0.051132228,85.19000244,0.178140566
t_b502aa9d-0763-4deb-8cc7-46fec5b3f518,1961,324.3999939,98.00971801,0.884977162,0.489579797,0.669661701,0.459337294,0.050924037,0.879978836,0.096596614,-24.00799942,major,0.054096885,183.6390076,0.321505487
t_3e57f731-8644-495f-b7b6-cf28efd31156,1987,233.4133301,98.46434537,0.1534729,0.248591959,0.266922921,0.354318142,0.758015633,0.00159282,0.171676651,-3.917000055,major,0.096493945,140.4759979,0.809107423
t_a9775841-1e43-4090-a18f-1b99d4c91768,1973,196.6399994,94.08888416,0.988541484,0.242534727,0.209905431,0.170532912,0.171714976,0.000160286,0.089793466,-13.39000034,major,0.040112771,73.39399719,0.169138879
t_68ae02b7-de82-42bd-816e-3f8df8924fde,1989,151.7599945,98.92150752,0.775863886,0.373282403,0.356630594,0.304647475,0.60825491,0.912467182,0.115920328,-12.59200001,major,0.051328856,172.477005,0.585636735
t_bdb0b6fe-d785-4371-8964-4b71728ab360,1990,235.6930542,96.40709236,0.353536278,0.348814011,0.325675279,0.463861406,0.731917024,7.57E-08,0.144826636,-5.518000126,major,0.029820124,175.9409943,0.666906714
t_6275fef1-ca83-4205-9f3b-fe5c4ec5c591,1980,198.5997314,96.5830676,0.020145578,0.567648947,0.530360878,0.608872473,0.678439677,0.000135526,0.103076346,-13.08300018,major,0.066499531,94.19799805,0.620177686
t_a7701be3-991e-4004-bc42-21ebc3a35c7b,1973,239.0533295,91.46775349,0.299790114,0.278691143,0.322935015,0.310846895,0.341085136,0.00000487,0.103509761,-10.91399956,major,0.027605899,168.647995,0.236208171
t_c638c5b4-b9dd-40fa-8255-83ea5849e232,1971,147.6666718,91.66916031,0.442425549,0.364348263,0.412499905,0.591858804,0.65135181,0.000000997,0.19065167,-9.11400032,major,0.069470845,112.6100006,0.768218517
t_32a2fd7c-b62a-4f59-89f1-448b18873abd,1958,226.6000061,96.53220282,0.756625116,0.248911992,0.246511385,0.295167536,0.452346265,0.000000384,0.61127156,-9.498999596,major,0.035336465,141.9600067,0.440865219
t_5f7467d8-89f1-40a9-bdad-286cdae5f924,1981,180.8266754,91.6888098,0.932612419,0.408998072,0.324133277,0.459697604,0.206890628,0.00000252,0.176036701,-13.86499977,major,0.027290646,89.30599976,0.33287847
t_97b36ec2-0149-4cb2-8cb5-4505d524cf5e,1973,188.2666626,97.09103823,0.526427865,0.501302958,0.478788137,0.409882218,0.341623217,0.0000291,0.168141723,-15.3409996,major,0.03191724,151.4649963,0.479065031
t_b574e98b-3a45-4c3b-8491-2dc257f6d592,1983,368,91.82995091,0.020462895,0.632424116,0.652627647,0.719739437,0.9075616,0.008040288,0.355217814,-6.278999805,major,0.082215346,122.0410004,0.841814756
t_ec6338bd-cf90-4b4e-a614-2b68a76eeac6,1989,292.6000061,92.68019605,0.002748138,0.567575276,0.569740832,0.636427939,0.805178761,0.193600371,0.339043051,-10.7670002,major,0.042194352,106.038002,0.774793565
t_bdfd5a1e-027f-4e53-8c84-503b5096185d,1984,190.1066742,90.20565566,0.36868012,0.709547818,0.739676476,0.829947352,0.387556106,0.000000123,0.02240531,-15.90799999,major,0.033012297,108.2900009,0.905775487
t_b44f37d2-6c95-4ce2-81c6-31ece6613248,1974,160.2666626,98.98899643,0.54900825,0.418112606,0.406733394,0.511615574,0.170192927,3.54E-09,0.118338488,-15.91699982,major,0.030338934,149.2749939,0.617842793
t_844510d3-1214-4430-8579-eca97d00a928,1990,357.6666565,97.22149814,0.443973154,0.456495345,0.464165717,0.4565745,0.32250917,0.0000164,0.496342957,-15.94699955,major,0.128658026,93.77300262,0.552255511
t_331d9e60-501f-4408-9056-5829247dcccf,1986,222.2962341,96.66474557,0.285800457,0.648106039,0.680976689,0.775563717,0.675475955,3.28E-08,0.138604656,-5.078000069,major,0.036304511,90.46800232,0.77689749
t_ee9cd1be-0427-4bf6-920f-5b3cdbecc146,1982,126,95.24512697,0.000918266,0.190449104,0.163903683,0.163431197,0.801789999,0.0000375,0.211951673,-7.789999962,major,0.083105043,81.88200378,0.370109975
t_24256375-1d56-4b69-ba28-9c5318cdafac,1967,175.4933319,96.6567021,0.528749645,0.425227284,0.591003478,0.487502217,0.588900387,0.000313998,0.044866163,-9.383000374,major,0.088890567,174.9589996,0.717838526
t_5a9cefe3-66a9-426f-857e-173f7e2e7f87,1985,217.0933228,96.88973596,0.304908752,0.510438383,0.588245869,0.624459684,0.711422443,0.000000021,0.11187239,-6.203999996,major,0.153525278,193.1560059,0.963455439
t_e1fdf50f-9a87-49ec-9b6f-4e1df723465d,1990,137.706665,97.0438116,0.355682969,0.618156135,0.570750117,0.669023156,0.681044221,0.000317929,0.133224949,-10.42199993,major,0.029016774,115.598999,0.860280335
t_7c6e529d-d30f-4e32-b5ec-2c050c767fb3,1977,213.6933289,99.69565896,0.00146748,0.457128078,0.411836743,0.592626929,0.707423329,0.005802294,0.080976658,-11.09799957,major,0.034686863,120.6289978,0.651325107
t_e76ea388-cef4-439c-8f8b-15e7ee8a5900,1987,200.5275269,97.10947179,0.017815346,0.796207368,0.885224998,0.839456022,0.401649982,0.000811565,0.099502183,-9.366999626,major,0.200503051,178.1490021,0.225379154
t_f6e8b633-e82b-4c73-b876-3de1dafd6a0b,1975,298.2499695,97.80576031,0.085847907,0.331460357,0.344370961,0.525515318,0.45816806,0.0000458,0.085952066,-12.83500004,major,0.029836742,153.6600037,0.379425406
t_bb1df430-aba2-4272-8606-0b8ec4736466,1965,146.386673,97.40448267,0.895245612,0.472317904,0.476220489,0.568000972,0.478156388,0.000439148,0.089933552,-7.40500021,major,0.028710036,71.07700348,0.504009724
t_ccf8d30b-67e3-468c-8ff8-b17408103666,1974,175.5599976,91.84028309,0.100910112,0.438930243,0.449507028,0.579471111,0.592395544,0.000000803,0.191035137,-12.13300037,major,0.064153455,130.1990051,0.565953314
t_7dcc52d1-5b7e-4981-8cb9-53176fb45791,1989,195.4666748,94.37187084,0.108119063,0.538574398,0.640176713,0.67368108,0.22237508,0.531075716,0.068154268,-15.74499989,major,0.03770709,141.7709961,0.668369591
t_cc1dc488-aae4-47fa-8eaa-5b63a96ff3c3,1971,265.813324,94.29390177,0.397719532,0.505938172,0.50982368,0.485729724,0.507047355,0.0000155,0.410973579,-11.39700031,major,0.03178769,112.1809998,0.73775059
t_9ad076e4-4cfc-460e-9a2b-8ad407f7643a,1990,157.4400024,93.63411526,0.006417796,0.181218058,0.174215809,0.251603901,0.504643917,0.21339047,0.109350793,-7.853000164,major,0.033733875,138.6320038,0.175043687
t_2bce3e3c-34d5-4f98-b690-6517edfd123e,1986,209.2666626,95.04057899,0.560357511,0.366805404,0.334379017,0.562323689,0.378504694,0.000000211,0.109905414,-13.79399967,major,0.031090844,128.1499939,0.340849221
t_04eb78b7-3a16-444f-91e4-4c518fea85d8,1985,210.8266754,97.37465218,0.084213369,0.766937494,0.762026668,0.829907119,0.498417586,0.056842148,0.263241231,-14.98200035,major,0.060821615,118.4150009,0.93009311
t_0db92151-f3f9-4053-8d89-58266f913bbe,1988,119.8933334,95.30340795,0.148465827,0.481313735,0.604793072,0.587637722,0.430370569,8.77E-14,0.061903283,-13.47799969,major,0.060469188,197.3119965,0.920186281
t_acda5920-eb1a-43e7-a90d-232ca475ee49,1960,167,96.63763485,0.714043856,0.645342708,0.692133665,0.679009736,0.463873893,1.33E-08,0.124359362,-9.534999847,major,0.085715376,66.56999969,0.731441379
t_c874c2ef-62b2-4260-bd27-6ab3760cba00,1971,159.3066711,98.76031001,0.784903109,0.292977482,0.331209302,0.329386175,0.458499223,0.00000199,0.362306237,-11.1960001,major,0.072317429,90.32099915,0.705587566
t_4cf82b52-7f25-4274-8ea2-8ae01d921310,1990,195.5466766,92.01200258,0.348385811,0.394322813,0.452654272,0.55562067,0.726665914,0.000000311,0.103098102,-8.548000336,major,0.189108446,96.87599945,0.4559457
t_cf6525a4-70d3-4fe5-9a3f-ba86db381455,1966,302.5866699,93.23501375,0.397205383,0.264918149,0.310856521,0.301789552,0.391172349,0.725088358,0.145891652,-9.925000191,major,0.045958705,171.0700073,0.201523781
t_00db77e4-79b4-4f53-bd4a-3807204d582d,1969,192.3200073,95.61832886,0.452070177,0.567131758,0.51562649,0.582971275,0.347585231,0.251831353,0.206178993,-13.75899982,major,0.031681512,91.28500366,0.324597985
t_d9d86fc1-7869-41b8-ae7a-ecc992ae27c3,1979,159.1466675,93.92350166,0.002002683,0.537809968,0.576553702,0.648877203,0.644134164,0.00000298,0.540499628,-10.49199963,major,0.159981817,127.6559982,0.860350788
t_252a8371-8174-4687-bf9d-d28fedcb68a6,1968,149.186676,92.53746265,0.783214152,0.533293486,0.631943047,0.622459948,0.605412602,0.000118181,0.279669046,-9.140000343,major,0.081973255,151.4570007,0.873247147
t_df08d255-e4bc-4c01-9cc8-e0f481d0d034,1963,165.4661255,97.86808957,0.576960683,0.572943926,0.569430053,0.695884407,0.336761147,2.25E-09,0.140295535,-16.0340004,major,0.06004392,126.0149994,0.824651957
t_c1bc7570-9a90-41d0-87c3-03b9cab7271b,1985,406.6666565,96.16933793,0.602343917,0.59422332,0.699854255,0.58379215,0.413967341,6.01E-09,0.728976786,-20.38199997,major,0.957185447,79.58699799,0.446624309
t_5a2e3f61-25fc-41b1-9388-8c22bbe5491e,1960,154.1333313,97.53392608,0.838164091,0.568720698,0.548500836,0.395457327,0.347795844,0.000646156,0.205216557,-11.54300022,major,0.031419292,74.49099731,0.736936271
t_6d41ac2f-494e-4b55-8557-d75801b2f3a8,1983,269.8933411,93.89830329,0.113151141,0.461951286,0.406263143,0.613066852,0.679871142,0.00000185,0.032555439,-8.194999695,major,0.053845916,108.2979965,0.422750533
t_b8f2e4ec-f2e8-4faf-b918-c5063af110f0,1986,323.3599854,95.28300092,0.773242652,0.416196048,0.390098125,0.60033685,0.2960895,0.000889116,0.454601735,-17.95700073,major,0.035585955,116.288002,0.434265852
t_e46996a2-1ed3-4de9-9d4e-422152abcc89,1963,152.1066742,96.922825,0.257703125,0.63256824,0.647931516,0.757890403,0.628826141,8.56E-10,0.076261722,-4.56400013,major,0.030098215,112.4919968,0.963636816
t_2dcc957a-c462-486b-bd90-f54f82cf7a87,1984,203.8000031,93.95592162,0.985659957,0.454802483,0.534872234,0.524460912,0.113399096,0.942823768,0.083263509,-20.26199913,major,0.037701569,113.2089996,0.38783133
t_66f13e44-c2ea-4957-bc9f-66b7df4d1800,1975,169.4400024,90.91902992,0.533236444,0.607487619,0.651858866,0.718834817,0.672177672,0.0000093,0.109372675,-10.85499954,major,0.140079111,113.8000031,0.851695716
t_93b8e0da-4dee-4110-b141-9e24cfb6efd4,1969,211.4400024,97.76277656,0.794175804,0.378904849,0.341416687,0.408100694,0.109194897,0.0000582,0.130332217,-21.11800003,major,0.029893834,90.57499695,0.179487258
t_6b1edf63-8e96-46a7-b41d-89ff7c6769c6,1990,199.6933289,95.87966686,0.766486883,0.445718944,0.533210039,0.50729692,0.122553602,2.52E-08,0.101402856,-18.72999954,major,0.109602779,143.7079926,0.517789662
t_74618486-5c7b-415a-bf05-0597b1a5f957,1977,289.7733154,98.8025137,0.004609969,0.429204881,0.436355412,0.462919325,0.756833255,0.0000242,0.069276065,-4.747000217,major,0.051767208,133.4049988,0.637694597
t_f7a9723a-e545-475c-abcc-e8ebc5d9a6da,1982,251.9333344,91.34473231,0.415122509,0.640976727,0.691510081,0.771886766,0.6467188,0.00000281,0.275723338,-11.00300026,major,0.051073171,137.098999,0.907674015
t_3d1acebe-87cd-4602-954b-39f6fdbfd4de,1972,177.8666687,96.68077622,0.27261585,0.458049297,0.495461553,0.616827726,0.395404279,0.012780831,0.284661412,-16.83399963,major,0.035410278,129.1360016,0.446228713
t_3c9e7fad-6bd4-474b-be07-4b53002360fd,1980,257.3066711,99.11407473,0.664256215,0.341373295,0.326332778,0.339057833,0.495432317,0.000434058,0.077645116,-8.312999725,major,0.032907877,143.5820007,0.267709166
t_f0013fb4-9490-4b51-9494-a945583dcbe1,1960,158.9066772,95.02172244,0.682281911,0.492262661,0.480693579,0.593803704,0.332621098,0.000000177,0.19629474,-7.201000214,major,0.028171234,123.9140015,0.488783717
t_85c5f36c-469d-4aba-94c9-7d78a9d1e934,1982,302.1199951,92.98156804,0.002285901,0.168887824,0.146758795,0.302662402,0.624998927,0.561911583,0.20794867,-8.071000099,major,0.04167914,131.1560059,0.305562019
t_97c11260-a0bc-479f-b89c-a9b0692f0581,1970,310.3333435,92.20468076,0.000338113,0.350364149,0.379301637,0.485492915,0.969922721,0.4697631,0.064686164,-5.65199995,major,0.114603691,161.8339996,0.298650861
t_c3dd49ed-167a-453a-821e-f6809385d816,1972,291.6666565,96.23912682,0.148141921,0.417731404,0.401548982,0.397707492,0.867495298,0.352229476,0.30533424,-8.876000404,major,0.048098624,182.8950043,0.806939602
t_e81f0e42-367b-4cb5-be9b-ca8e73e68c17,1973,183.0933228,98.18007842,0.751372457,0.666980326,0.634176016,0.623827875,0.514479458,0.000604059,0.143423602,-9.505999565,major,0.027066227,88.15899658,0.469208241
t_634121e3-5a6e-4288-aa3b-db6c933633ec,1990,503.9866638,97.91289721,0.947212219,0.316310823,0.280046701,0.328790814,0.435277283,0.936790884,0.101558231,-13.56599998,major,0.035373829,142.5039978,0.408697635
t_08cbdc78-6d93-4dc8-a32a-ee7639b42fe1,1989,105.1828613,93.73167591,0.366065711,0.514407277,0.556384563,0.642475367,0.524638712,0.058752842,0.397470206,-11.47200012,major,0.038172282,89.6289978,0.9556337
t_c8cbbd7e-5963-400c-9c95-2a70ed9df520,1980,272.4933167,99.15449152,0.606251538,0.501007259,0.399190664,0.466203779,0.609508276,0.000254346,0.217552736,-7.809999943,major,0.027782835,82.01100159,0.59064281
t_e58f7af9-1a00-4e24-b8b3-a4332082d40b,1963,148.8800049,98.56644967,0.915504098,0.468799591,0.494113386,0.582033634,0.179804936,3.06E-08,0.135526031,-14.74199963,major,0.031623654,101.7959976,0.380598038
t_211e737f-2db6-4159-ac6c-872c0da8f676,1988,350.4613342,90.7148004,0.124139078,0.433499306,0.465782166,0.706342459,0.828126013,0.000000124,0.077546701,-4.587999821,major,0.110259525,129.9629974,0.619262576
