track_id,release_year,duration,us_popularity_estimate,acousticness,beat_strength,bounciness,danceability,energy,instrumental,liveness,loudness,mode,speechiness,tempo,valence,skipped
t_b5056562-ad8e-4675-8acc-829dabd66927,1987,186.1999969,95.19159068,0.057819273,0.540956855,0.558650017,0.723524332,0.40078935,8.87E-05,0.137039989,-13.34000015,major,0.039984051,118.2939987,0.826727629,0
t_37fffd9c-98ab-4ccf-b058-0f96209a3a35,1978,213.5333252,97.68487504,0.045486126,0.349954218,0.383103848,0.460971355,0.221112877,2.66E-05,0.593259752,-15.34200001,major,0.044447374,119.0630035,0.600353658,0
t_6d35900d-fbb2-4299-b8fe-26d42e895993,1962,424.4133301,99.76315752,0.72470814,0.384612828,0.441158324,0.469829023,0.222424179,1.74E-07,0.220019057,-12.35200024,major,0.040950403,116.4869995,0.290816545,0
t_a7dff3ea-c0d2-4659-8b0d-7ec9e4d41898,1976,251.4133301,93.15509533,0.555699825,0.382454544,0.36048919,0.504539788,0.460021228,5.53E-05,0.14082092,-11.27900028,major,0.034941103,120.387001,0.375916302,0
t_7df64e3a-d879-46a7-80c6-d05b1bef05e5,1978,214.7733307,92.88353774,0.066013381,0.445916653,0.494602174,0.556513071,0.306799173,2.95E-06,0.098710679,-20.53700066,major,0.081012443,173.121994,0.785708845,0
t_db8f42be-fadb-42a4-ba3f-2bab43baf447,1983,257.8666687,96.84902644,0.036505543,0.450615138,0.468989402,0.633860469,0.825447559,0.022465069,0.973765016,-6.31400013,major,0.075679794,114.4400024,0.757927954,0
t_6884f786-70a9-4fa6-9ea0-8753c0620556,1975,201.3200073,98.78343197,0.244894758,0.352608651,0.373506099,0.410341054,0.653162777,7.85E-07,0.136069953,-5.656000137,major,0.037706822,149.3930054,0.238157719,0
t_74171ecd-e522-4065-8a35-f36b377ebdb2,1962,326.8666687,94.68343669,0.513043344,0.74003613,0.777510643,0.763739705,0.184557244,0.006752865,0.106827751,-17.5340004,major,0.056843136,90.58300018,0.509389043,0
t_298fdadc-71bf-477d-9dd8-1631d79fcaa2,1982,286.8533325,98.53808924,0.002420082,0.56336242,0.524842799,0.626886904,0.898668826,3.38E-06,0.090356417,-9.13599968,major,0.038342383,150.052002,0.969892979,0
t_a9f74fc1-ff05-4f66-a739-30eab3c85fb9,1971,379.1600037,94.67759348,0.110138543,0.557903826,0.654319167,0.57131654,0.60599333,0.552197397,0.068876274,-14.73099995,major,0.123381935,122.177002,0.78994292,0
t_1c8f3e5a-7227-4497-ab54-d574e7904640,1986,279.1066589,90.07099468,0.281638592,0.575053573,0.523354828,0.686711192,0.485282928,4.83E-06,0.083450668,-12.69900036,major,0.028112259,108.1869965,0.610925913,0
t_c0840b21-46c1-4d60-860c-e0401d683152,1981,278.7600098,99.94950032,6.44E-05,0.189381674,0.146089062,0.305948764,0.555375278,0.091708951,0.120049618,-9.958000183,major,0.031183971,134.8150024,0.37686184,0
t_67f6932d-9a4d-4a6d-b1ec-bd8b0bb5e426,1963,238.0666656,92.19928628,0.980308175,0.608323693,0.710182965,0.7017681,0.166091979,0.899654627,0.114833176,-18.47400093,major,0.040478647,112.1360016,0.481172472,0
t_aba88c22-833a-45d3-9004-f41e2823df8d,1974,373.8533325,99.12738883,0.206490293,0.164044395,0.141386524,0.171465352,0.650718987,0.000100971,0.182217807,-10.98499966,major,0.05383385,150.8029938,0.21869427,0
t_e896c749-7188-45bd-b93a-06fc54ef6eae,1989,217.1999969,97.87623758,0.20846808,0.488293231,0.453576177,0.682115078,0.51485461,0.000260793,0.229873881,-12.38700008,major,0.027175913,118.0709991,0.517320395,0
t_a0a623ad-4396-4c49-b487-f7f975578839,1979,234.4400024,93.62175331,0.031863894,0.915571928,0.939279318,0.934770644,0.939666092,0.740508497,0.053601529,-11.04699993,major,0.0828548,113.2929993,0.965487838,0
t_0e07d62e-714e-4606-85e1-cc73e84dde5c,1956,166.1333313,97.322787,0.941340983,0.294985235,0.261671782,0.252971381,0.152923703,0.026183549,0.346799195,-16.77400017,major,0.039750259,82.72599792,0.166483566,0
t_2423cc9d-938d-48ae-819f-2370a59353b4,1964,196.186676,91.79977302,0.80371213,0.686930358,0.755657911,0.572560847,0.313744873,3.62E-10,0.067581333,-13.35900021,major,0.152905151,84.63800049,0.813124835,0
t_6a9c381c-422a-49a5-9d88-40151d6ac45d,1958,137.2266693,94.90857666,0.971302927,0.274394363,0.202888444,0.18980664,0.013443883,0.256990612,0.113337465,-37.72100067,major,0.044971529,66.33999634,0.073781595,0
t_e90a0bfb-aa4a-4b4f-b80b-da78324d2a9a,1985,175.53125,97.49858049,0.335659862,0.772138,0.800822258,0.869204819,0.615154028,1.31E-08,0.188782305,-11.41899967,major,0.050206594,131.9519958,0.970505655,0
t_ec9f9db8-1a5a-4f2a-8bda-f5c70a2ac731,1972,207.5333252,98.82293038,0.404815555,0.409870893,0.421083778,0.484651268,0.425905824,0.001383828,0.588410854,-14.43299961,major,0.045248337,125.3909988,0.738089144,0
t_7c0ddbfd-c87b-486a-92ee-a52c80a3192e,1990,186.9066772,93.84482169,0.042834301,0.203274593,0.212989151,0.268087208,0.987809896,0.002110248,0.12522465,-6.954999924,major,0.183329016,146.4880066,0.07949581,0
t_0a25f8cc-1c79-408f-8add-4d6e106c43ac,1962,45.1733284,98.37293031,0.870257616,0.372296304,0.459244281,0.398102552,0.167786747,1.37E-05,0.0925273,-18.75799942,major,0.292289972,172.727005,0.377986819,0
t_f82c92dc-cf16-4864-b013-ea7354569a8b,1963,142.1733246,96.55675945,0.766334713,0.466586292,0.634418786,0.513181984,0.286600679,2.00E-08,0.06988465,-8.579999924,major,0.07861992,183.2429962,0.738864124,0
t_15920b4c-1c77-4771-8cae-6a687a2075d5,1971,159.7333374,94.82018212,0.230354965,0.703435659,0.683057249,0.651109993,0.410190582,0.008063721,0.076066442,-12.6789999,major,0.027144717,93.26100159,0.918971002,0
t_a1086d21-e806-4a35-8082-7af5f18aa780,1961,334.813324,98.55165104,0.692038238,0.443507344,0.429974407,0.507100344,0.384971619,1.33E-05,0.129860416,-12.4829998,major,0.030868202,61.65100098,0.283061683,0
t_bb211a81-4311-4e91-bbf7-d1f3efa3cfd7,1983,232.8399963,92.7475193,0.846086562,0.349425197,0.32123363,0.471727163,0.317025155,2.95E-05,0.098775327,-7.166999817,major,0.028333643,96.95300293,0.305592716,0
t_6fa9f8dd-2d79-427a-8865-e8237d56a414,1972,106.3466721,96.95688872,0.456093788,0.609981477,0.641876936,0.753969431,0.414381415,3.21E-07,0.04454644,-8.793999672,major,0.028215896,119.3820038,0.728331387,0
t_2ab2147b-a3a0-481f-b1f0-943485d5887b,1980,200.7190857,93.79588375,0.039100826,0.427471548,0.448201329,0.562288284,0.659045935,0.000392012,0.088383533,-8.859000206,major,0.03761363,82.28900146,0.900382936,0
t_fbf32dec-6f17-4dd3-bf7f-20924c3d4795,1989,219.3999939,98.53298266,0.365295887,0.539842606,0.531079054,0.671556592,0.592690766,0.002989122,0.224739298,-11.82699966,major,0.0361351,105.5159988,0.89775008,0
t_4603ce48-a7bd-4cfa-a491-63bd55bb222c,1985,279.8222656,96.16188635,0.001245018,0.667870641,0.684160292,0.662980556,0.929557502,0.773765981,0.035711419,-8.425999641,major,0.057072937,119.0530014,0.797071099,0
t_554e32ed-6d8f-41b6-bd68-693b7cd6b80f,1971,227.8000031,96.88642432,0.809043348,0.216804683,0.203426585,0.21928151,0.717262149,0.867955148,0.19958964,-7.635000229,major,0.051315147,90.23899841,0.652687252,0
t_ba75c55f-4d87-4442-a89b-af1b22b72eea,1955,180.9333344,99.96416707,0.855798602,0.221807569,0.20772551,0.290058255,0.087428965,0.000957191,0.108904824,-16.11899948,major,0.034556799,114.9970016,0.073405534,0
t_2d3c6a2b-aa3b-4628-a420-d664c39eaf9f,1989,400.2666626,98.48856585,0.902184069,0.390117347,0.409147054,0.368128657,0.036619894,0.013646243,0.115456998,-21.52799988,major,0.046647344,79.05899811,0.113068603,0
t_78b6b31b-70a7-4614-a4da-3261303ed2f0,1982,267.493866,94.23351704,0.504946828,0.624578416,0.63046813,0.783433318,0.285765111,1.01E-05,0.073351562,-15.88300037,major,0.030341845,129.0910034,0.687269866,0
t_a98ae6dc-565c-40b7-ac81-416c540fd076,1990,299.3599854,96.50812388,0.000552504,0.212674394,0.174087673,0.218763947,0.308037311,0.546573162,0.107033037,-12.47799969,major,0.035598963,76.5019989,0.038752422,0
t_49e1c2e6-2c26-4ccc-85fb-878a5932eb3c,1957,139.6506042,97.13413296,0.841971457,0.583104312,0.632050157,0.611048341,0.677903414,4.02E-09,0.117131628,-10.01099968,major,0.038200136,148.8769989,0.959662676,0
t_01c7f210-d31f-4538-bc88-e18a983ed90c,1990,208.7499847,91.57743805,0.87877804,0.411166072,0.420071661,0.472815871,0.126936719,0.649969876,0.125471368,-20.75900078,major,0.064095013,81.53900146,0.312067896,0
t_670d886f-bda2-42a7-a04c-9537fe393ca6,1978,227.3333282,90.10623895,0.069216639,0.411623627,0.411478877,0.440067828,0.875237465,0.000151573,0.317409843,-9.149000168,major,0.056259479,164.0529938,0.878956556,0
t_c230e66a-cb93-4b83-993f-13e1656b6281,1980,157.3333282,98.70988914,0.102259308,0.554758787,0.536738157,0.692186475,0.772497714,2.75E-06,0.336515695,-8.06099987,major,0.052950423,128.4080048,0.662730455,0
t_751b84eb-88aa-43b7-a5c4-f91acd839abc,1964,509.7999878,95.55175833,0.401366502,0.454213321,0.52690196,0.519346476,0.484037012,0.00020543,0.346968561,-11,major,0.046057127,126.9660034,0.510028362,0
t_d6279d25-aa3b-42f4-9445-62f798b676a6,1988,183.3999939,93.58016402,0.230955586,0.235744849,0.201419577,0.259361297,0.595994651,0.320484847,0.141829982,-6.034999847,major,0.027317747,84.32299805,0.306833684,0
t_8ee2e446-e57e-4e3d-a574-17f9909057a3,1978,1218.23999,94.89698512,0.572770596,0.425508499,0.398096591,0.311063409,0.418854624,0.002519754,0.104979977,-12.6260004,major,0.044741593,76.3030014,0.19339554,0
t_0807ca06-60e7-4eb1-a546-54bb567e1741,1971,243.8666687,96.96148384,0.17644003,0.618110538,0.591663659,0.463136524,0.263635308,0.822324753,0.063990965,-18.37000084,major,0.028818121,97.22799683,0.589642644,0
t_e72f69de-6634-4724-9190-bf5b98b622de,1969,170.3600006,96.34886285,0.715357363,0.683748007,0.668684185,0.727301598,0.567965329,0.706169605,0.206211999,-8.362999916,major,0.038056884,141.4519958,0.980134845,0
t_212bb149-c3b4-45b4-8686-f70318cbe12e,1990,101.6399994,99.23667613,0.951675475,0.347886711,0.563441694,0.54685986,0.159363568,0.000222348,0.375550181,-13.89900017,major,0.036359195,137.5590057,0.462819904,0
t_ac3e48d2-ccb2-4aa2-8963-7014c14ec6b7,1975,279.7200012,95.35397035,0.012437504,0.30050391,0.315740108,0.398909152,0.414361924,1.00E-05,0.121642351,-8.668000221,major,0.03341816,113.8089981,0.512163579,0
t_8092b0de-ac10-4e94-963a-0521a1ff618b,1970,232.8666687,91.78573997,0.990036905,0.583498895,0.650316715,0.587322116,0.538423717,0.869666338,0.139754251,-7.953000069,major,0.034426522,120.4459991,0.880918741,0
t_102487fb-f33d-4ba1-9fe2-706898524e12,1977,325.186676,97.8134226,0.664619148,0.61120522,0.717493534,0.600993037,0.813283026,0.018330196,0.074890122,-3.563999891,major,0.043415394,86.87999725,0.929104149,0
t_600cff42-784f-472e-a066-afe3a9e6c374,1971,264.7333374,98.46288818,0.601834893,0.509591401,0.552513003,0.612297773,0.373847157,0.001257847,0.091936335,-10.05700016,major,0.030716209,87.74099731,0.209735528,0
t_b4454ddf-4ac2-4a15-802a-9591110c24c9,1987,235.3733368,97.15727101,0.004932312,0.449100345,0.397683114,0.54187876,0.875651836,0.000304552,0.137021035,-9.704000473,major,0.037046019,156.3509979,0.793692589,0
t_597c64e6-39c2-4044-aa28-a1d700f27464,1989,204.930603,93.9866158,0.173657969,0.761332333,0.765068233,0.835741639,0.635720491,4.76E-06,0.083218805,-7.697000027,major,0.038882487,105.197998,0.964969695,0
t_10a6eff7-de9f-427d-bd02-f2838775bea6,1973,239.5789032,93.13447278,0.029907735,0.478646129,0.46408549,0.601687431,0.933345258,0.005884166,0.221270218,-9.633999825,major,0.046199642,142.8179932,0.809272587,0
t_d21116fe-815a-48c1-91d3-ef15f048bcb7,1974,1433.160034,97.1018095,0.930573463,0.209307298,0.171402499,0.129071519,0.012782229,0.318318456,0.105160289,-23.40200043,major,0.038207185,71.35299683,0.067821495,0
t_e8dbb7f3-fd9a-45b3-90a5-dc559b44b1cf,1985,195.8000031,91.33603101,0.236028388,0.814356625,0.870604932,0.849457145,0.493373007,7.05E-06,0.246471927,-11.90499973,major,0.135825559,91.77600098,0.879466534,0
t_f96e37e1-94d0-47e5-a7e0-c849c0dffdff,1972,175.8399963,92.56190509,0.377002984,0.53642118,0.557799757,0.581032991,0.736724436,0.001761174,0.352409571,-12.86999989,major,0.038339797,147.3280029,0.878875077,0
t_f6968707-a312-43e5-b256-ef25ce8cc48b,1955,144.5200043,91.89501118,0.880030036,0.704932511,0.806646943,0.610819459,0.155912593,0.554059446,0.205301359,-13.07499981,major,0.049498826,140.6929932,0.731453061,0
t_f5d96be7-69b3-4f57-b075-9f3679b5899b,1972,163.8266754,98.67185435,0.645747006,0.496729165,0.527317107,0.59051317,0.338391125,3.98E-07,0.26261884,-8.543000221,major,0.037909701,110.3669968,0.529664099,0
t_aad45a13-122d-4f0d-bf3b-16bb1a9e8e8e,1975,261.9451294,99.65019831,0.106124133,0.691748738,0.685862064,0.746025264,0.612041593,0.000182361,0.292451739,-10.32800007,major,0.116809987,98.74199677,0.638835192,0
t_89e37717-984a-48d6-9416-338898438a4c,1970,478.2399902,92.64596345,0.045263447,0.318997711,0.432948381,0.382098973,0.760016322,0.864748895,0.374470532,-11.02499962,major,0.093832932,155.3130035,0.374306023,0
t_77bec33f-f172-43bc-abfc-61c1ceee5f5b,1984,255.8933258,97.13300067,0.562081158,0.535365283,0.62794733,0.53041786,0.373623133,4.23E-07,0.052106891,-16.73200035,major,0.052311782,151.9190063,0.964677036,0
t_4002a219-6487-4113-aa0b-a1cc1fd71120,1980,127.386673,94.79182973,0.045722596,0.56972754,0.518083036,0.592973113,0.791833699,0.017832773,0.09228462,-7.375,major,0.044255674,91.16999817,0.859557152,0
t_5fd135ce-4c5c-4e90-a0b3-a9aed86511d7,1963,340.2666626,95.31295203,0.755333424,0.40699929,0.41739133,0.439371526,0.498366088,1.17E-10,0.426857919,-10.55099964,major,0.064811163,126.7539978,0.680555701,0
t_14a7c1a6-dbb2-49ed-b7db-21d76dd65719,1989,282.1600037,94.56557034,0.521849096,0.281184494,0.287235707,0.344769448,0.248465344,4.44E-08,0.158746585,-15.31499958,major,0.03287667,134.1829987,0.149702042,0
t_a5f83bda-ad36-4f89-895b-71321938715f,1952,199.9333344,96.03553261,0.745751619,0.434193283,0.404979527,0.475666165,0.49608323,2.64E-09,0.467687935,-11.77700043,major,0.035502452,112.7210007,0.886369765,0
t_dc45b901-9e2a-4f8a-ab80-619c89de0dac,1964,207.6933289,97.98914371,0.884943962,0.282343179,0.353594661,0.174687698,0.263911217,0.938576937,0.095568381,-23.5359993,major,0.041001838,157.4380035,0.428146869,0
t_c6ab330b-9a78-474c-88a7-07b1cf795d99,1979,326.6933289,98.79435764,0.167009369,0.559483945,0.548688293,0.688436091,0.43803671,4.78E-07,0.111171924,-9.798999786,major,0.042201526,102.211998,0.410470009,0
t_3b3f9489-9363-4e98-b4f8-7503ce19e145,1977,230.5599976,93.82711512,0.521603346,0.66072166,0.704222858,0.740100622,0.543787181,4.30E-08,0.056370988,-7.568999767,major,0.042070113,135.4199982,0.904613793,0
t_b6d8c125-3443-47f2-871e-64fa5f4804e9,1965,149.5200043,91.13108256,0.259678662,0.494008988,0.541428685,0.457184732,0.532219291,0.66941607,0.089264944,-10.68299961,major,0.041578721,156.9149933,0.854823232,0
t_abb88367-f578-4004-ac44-0afe84e7cd0f,1969,186.2400055,92.47501599,0.288075209,0.686504781,0.667382479,0.536848664,0.302583069,0.005060551,0.08861056,-18.03899956,major,0.029092627,101.2360001,0.645344734,0
t_3ac79325-22bc-4a97-ac94-b4f0a704c190,1959,161.8399963,90.14836543,0.714673936,0.47921893,0.472818226,0.446075648,0.537209868,1.53E-06,0.347143829,-8.69299984,major,0.040851556,70.23400116,0.856678545,0
t_6855c299-676b-402e-8a86-485f9e1dd8bd,1975,156.9600067,95.12668482,0.910126626,0.311009705,0.325220644,0.380843818,0.33128947,1.34E-05,0.156620845,-13.73900032,major,0.03463278,129.6809998,0.642031133,0
t_614b5490-beaa-4e2f-9cec-c3e9d345f9a4,1976,427.9333191,99.60130862,0.032437541,0.395061612,0.36803633,0.532824516,0.907926202,2.13E-05,0.073217466,-8.687999725,major,0.130376026,121.5410004,0.559407175,0
t_f4317161-9180-4902-90cc-020b54606716,1984,102.4666672,93.49348401,1.72E-05,0.298389912,0.294359088,0.333649725,0.534106255,0.141156033,0.052629434,-11.74300003,major,0.040345035,138.7870026,0.539210498,0
t_2cdae320-9bf5-40da-8756-979e22f1c21f,1985,170.3999939,98.10008924,0.401100695,0.396153212,0.3502101,0.479501605,0.802784979,2.09E-07,0.513754725,-10.02700043,major,0.051679675,157.298996,0.834917247,0
t_3f0d9b27-688f-4c69-b857-9db97c471a42,1977,139.8933258,95.33935185,0.991571426,0.384580255,0.430807978,0.35232991,0.077591829,0.000562781,0.230297461,-18.61800003,major,0.037052229,73.80400085,0.214038804,0
t_0f45e94c-f681-4c54-be78-3dd38b02f404,1977,353.9066772,98.92355498,0.084881343,0.273906589,0.2211705,0.262653589,0.894872248,0.083579615,0.093822815,-5.771999836,major,0.05085871,129.0249939,0.663497329,0
t_b924d0fe-fdae-474f-8587-9a5d2f976261,1965,289.706665,94.30202245,0.328881264,0.700103521,0.761437893,0.786081195,0.473280579,0.000357695,0.053634249,-9.239999771,major,0.043718502,119.8509979,0.744949222,0
t_d8b3ad34-23ce-48e9-bd29-68cb195d051d,1982,188.8000031,97.42493312,0.079459302,0.566509306,0.503084958,0.63421309,0.46966368,7.97E-10,0.057331771,-11.85900021,major,0.023428224,90.34300232,0.684348166,0
t_a248b814-dce8-4814-a66c-b8347f161b85,1966,144.613327,98.42537129,0.877371848,0.51738137,0.47232163,0.577666819,0.248899058,0.000239006,0.176369771,-13.60900021,major,0.028933162,96.08300018,0.444087833,0
t_b8714e13-7f3a-4ada-9006-bc26de8321e4,1967,170.0399933,96.15164906,0.566920936,0.581045747,0.596531928,0.668634474,0.3293944,0.005398509,0.074302398,-15.1260004,major,0.043052416,120.5530014,0.895234346,0
t_5ff9f3b5-9197-4775-be75-e3b42567b0f1,1969,222.6266632,95.59908308,0.931233525,0.443075955,0.49990344,0.482239217,0.219369903,0.000466168,0.151488766,-11.57299995,major,0.044245746,87.02400208,0.505898297,0
t_502df49a-fb7e-4381-95ec-5ac259be591d,1972,223.3466644,98.01668709,0.463706821,0.466246605,0.416171968,0.5621894,0.490230441,0.000704382,0.980372369,-11.35499954,major,0.027807554,98.96800232,0.357698053,0
t_d4e829e2-7275-430d-b750-a41c9dc13737,1974,189.1600037,96.10056554,0.361804724,0.314823866,0.305300742,0.287972569,0.72650677,0.496327639,0.100332841,-9.376000404,major,0.074921578,88.68699646,0.221487984,0
t_93c383ba-b72d-4cf2-b5b0-cd913d12e468,1980,359.2666626,93.79467908,0.114337541,0.507411599,0.447737008,0.541003466,0.801313937,0.000450971,0.985595047,-9.586999893,major,0.028059691,141.0279999,0.724153161,0
t_0c9dccd1-6219-4b0e-b22d-5082ff5ba997,1967,120.8000031,97.63497208,0.817687988,0.390961379,0.334429651,0.494028568,0.157026917,0.31903699,0.227041289,-21.86499977,major,0.03409297,129.5780029,0.5189116,0
t_86c438d1-04d4-46f7-bde0-35a32f76414b,1983,268.7733154,95.44630379,0.6169945,0.345259458,0.371879041,0.502177119,0.437859148,2.56E-07,0.194735527,-8.68500042,major,0.045899224,131.6600037,0.535448194,0
t_2458181c-bcb5-4253-b260-ae5908f32cd8,1990,241.5539703,97.85518077,0.963799655,0.210182264,0.229170352,0.254402965,0.354518384,0.60190779,0.928575397,-15.60900021,major,0.040212095,159.2749939,0.337784439,0
t_abc1a662-6a67-43a9-93ba-f92342538c0d,1978,217.3733368,91.17279087,0.084546559,0.687369645,0.711659193,0.811547339,0.455741584,0.00590479,0.182793051,-15.26599979,major,0.056503933,121.5950012,0.96467191,0
t_e8f2841b-6f45-4110-a335-bf607185a747,1986,218.8933258,90.28081972,0.00151777,0.349795491,0.302920908,0.539283276,0.718131244,9.21E-07,0.053598352,-13.06900024,major,0.039526738,134.9830017,0.561482489,0
t_89186ac3-ce23-475b-addf-97530f8e5b1e,1990,345.8666687,90.50790903,0.009429358,0.568786144,0.550962269,0.625135899,0.56027776,0.802765489,0.970614374,-12.86999989,major,0.041006546,91.99700165,0.75562042,0
t_1cdc57b4-be29-4ccb-be10-ca2e4fc1c8e7,1982,69.54666901,97.8128661,0.548893392,0.282354832,0.315680087,0.450381935,0.382659346,1.72E-08,0.696303427,-11.67700005,major,0.034955952,114.9830017,0.531508625,0
t_b352d4f1-55a1-4e86-8e57-0cf495d03674,1987,310.8533325,93.67573994,0.843226016,0.265982509,0.339906394,0.381549001,0.247818246,6.84E-11,0.135225192,-9.130999565,major,0.029882779,142.1629944,0.290685415,0
t_dcdb6002-3f5b-488d-8e82-ed2370d2522f,1986,256.3333435,99.7398892,0.01318319,0.381703973,0.410122663,0.417235583,0.771118939,0.001978436,0.099535063,-13.71100044,major,0.080891028,177.4869995,0.471222311,0
t_33ca4c69-684f-4093-a107-e5739bd2d56a,1976,990.7333374,94.92334312,0.896833658,0.228550449,0.214544326,0.241948843,0.130836204,0.455181122,0.106338754,-18.15699959,major,0.039167222,94.58699799,0.122257501,0
t_f4b3ec12-f076-4c40-afcd-47b4104f65f9,1978,232.5333252,99.12779736,0.687233448,0.566802144,0.500951767,0.562552512,0.498649806,3.70E-09,0.358956307,-10.68500042,major,0.04030475,76.6309967,0.67071718,0
t_c5a0d681-adeb-4a21-97b5-f0cec69f921d,1986,238.5599976,98.35928005,0.208396435,0.607059538,0.600595176,0.675844729,0.322417051,4.85E-08,0.080297835,-12.47900009,major,0.049833488,66.96499634,0.422325701,0
t_74426e78-3330-4913-8587-67c52d96679d,1956,165.7333374,98.23494,0.969413638,0.189519644,0.171686321,0.219360963,0.46746701,0.973542213,0.497884512,-9.449000359,major,0.036269244,83.56800079,0.39831835,0
t_961452f2-9ea7-4050-b9dd-2ec5a17f2de5,1976,224.1600037,94.18515329,0.762353241,0.275167257,0.24596262,0.339499086,0.48102054,0.000199512,0.311678082,-11.38899994,major,0.02845321,152.3370056,0.442425817,0
t_933e9e70-d157-4c53-9f5a-0ff7aba9bc19,1986,275.9333191,95.67935855,0.028890381,0.37282142,0.337975025,0.516788125,0.472610623,0.000251644,0.080075957,-8.369999886,major,0.025051072,99.93499756,0.100720271,0
t_c31a6e5a-350a-42b3-b66b-6b7151df5963,1986,152.8000031,99.31718321,0.494611055,0.490764439,0.553056061,0.627590418,0.790174365,6.80E-07,0.051273603,-7.808000088,major,0.039793983,92.12799835,0.923508227,0
t_a8c23c45-ae68-4b59-b612-7bb297e8cadd,1982,318.7200012,98.78769737,0.00115486,0.495338976,0.480276227,0.587293148,0.622500062,0.725351155,0.092837177,-11.44200039,major,0.048200276,157.0209961,0.895922244,0
t_c8fc6ea5-3cdb-4d28-805d-8f8febb29008,1987,325.7600098,98.58920975,0.506883085,0.317397058,0.278989255,0.508277059,0.337471813,6.73E-12,0.122812763,-9.788000107,major,0.026588514,104.6669998,0.188927144,0
t_02392519-9fd1-4f4d-a477-d5842219e83f,1983,238.6933289,93.84513693,0.266450524,0.433443189,0.368130744,0.574308217,0.839272559,0.002367353,0.500850737,-7.796000004,major,0.033558104,128.647995,0.594430864,0
